Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2014,All Causes,All causes,New Mexico,17579.00,749.6
2014,All Causes,All causes,New York,149944.00,636.5
2014,All Causes,All causes,North Carolina,85367.00,775.9
2014,All Causes,All causes,North Dakota,6184.00,692.7
2014,All Causes,All causes,Ohio,114509.00,810
2014,All Causes,All causes,Oklahoma,38464.00,897.5
2014,All Causes,All causes,Oregon,34151.00,706.7
2014,All Causes,All causes,Pennsylvania,128434.00,750.2
2014,All Causes,All causes,Rhode Island,9770.00,700.9
2014,All Causes,All causes,South Carolina,45454.00,829.1
2014,All Causes,All causes,South Dakota,7507.00,710.4
2014,All Causes,All causes,Tennessee,64661.00,880
2014,All Causes,All causes,Texas,183912.00,745.3
2014,All Causes,All causes,United States,2626418.00,724.6
2014,All Causes,All causes,Utah,16719.00,709.6
2014,All Causes,All causes,Vermont,5623.00,694.8
2014,All Causes,All causes,Virginia,63598.00,717.5
2014,All Causes,All causes,Washington,52099.00,672.9
2014,All Causes,All causes,West Virginia,22186.00,929.1
2014,All Causes,All causes,Wisconsin,50291.00,712.1
2014,All Causes,All causes,Wyoming,4666.00,742.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1885.00,35.3
2014,Alzheimer's disease (G30),Alzheimer's disease,Alaska,68.00,17.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2485.00,31.6
2014,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,1193.00,34.8
2014,Alzheimer's disease (G30),Alzheimer's disease,California,12644.00,30.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1364.00,27.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,923.00,18.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Delaware,188.00,16.6
2014,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,119.00,18.3
2014,Alzheimer's disease (G30),Alzheimer's disease,Florida,5874.00,18.8
2014,Alzheimer's disease (G30),Alzheimer's disease,Georgia,2670.00,31.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,326.00,15
2014,Alzheimer's disease (G30),Alzheimer's disease,Idaho,376.00,22.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Illinois,3266.00,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Indiana,2204.00,29.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1313.00,29.6
2014,Alzheimer's disease (G30),Alzheimer's disease,Kansas,790.00,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1523.00,32.1
2014,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1670.00,36
2014,Alzheimer's disease (G30),Alzheimer's disease,Maine,434.00,22.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Maryland,934.00,14.5
2014,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1688.00,19
2014,Alzheimer's disease (G30),Alzheimer's disease,Michigan,3349.00,27
2014,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1628.00,24.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1098.00,35.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Missouri,2053.00,27.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Montana,253.00,19.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,515.00,21.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Nevada,606.00,23.8
2014,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,396.00,24
2014,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1962.00,17.4
2014,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,442.00,18.9
2014,Alzheimer's disease (G30),Alzheimer's disease,New York,2639.00,10.7
2014,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,3246.00,30.5
2014,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,364.00,36.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Ohio,4083.00,27.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,1227.00,28.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1411.00,28.5
2014,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3486.00,18.3
2014,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,403.00,25.9
2014,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,1938.00,37.4
2014,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,434.00,36.2
2014,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,2672.00,38.1
2014,Alzheimer's disease (G30),Alzheimer's disease,Texas,6772.00,30
2014,Alzheimer's disease (G30),Alzheimer's disease,United States,93541.00,25.4
2014,Alzheimer's disease (G30),Alzheimer's disease,Utah,584.00,26.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Vermont,266.00,31.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Virginia,1775.00,20.8
2014,Alzheimer's disease (G30),Alzheimer's disease,Washington,3344.00,43.6
2014,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,620.00,25.5
2014,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,1876.00,25
2014,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,162.00,26.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2663.00,48.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Alaska,157.00,32.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2235.00,28.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1583.00,45.4
2014,Cerebrovascular diseases (I60-I69),Stroke,California,13731.00,33.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1714.00,33.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1266.00,26.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Delaware,439.00,38.8
2014,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,214.00,33.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Florida,9770.00,33
2014,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3948.00,42.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,655.00,34.1
2014,Cerebrovascular diseases (I60-I69),Stroke,Idaho,640.00,36.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5489.00,37.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3107.00,41.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1433.00,34
2014,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1363.00,39
2014,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2050.00,41.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2230.00,45.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Maine,628.00,33.2
2014,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2469.00,38
2014,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2460.00,28.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4596.00,37.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2202.00,34
2014,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1584.00,48.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3030.00,41
2014,Cerebrovascular diseases (I60-I69),Stroke,Montana,480.00,36.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,798.00,34.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Nevada,948.00,33.8
2014,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,474.00,28.9
2014,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3419.00,31.4
2014,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,822.00,34.7
2014,Cerebrovascular diseases (I60-I69),Stroke,New York,6212.00,26.1
2014,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4702.00,43
2014,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325.00,35.5
2014,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5791.00,40
2014,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1847.00,43
2014,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1821.00,37.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6576.00,36.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,373.00,25.6
2014,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2393.00,44.2
2014,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,439.00,38.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3326.00,45.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Texas,9898.00,41.6
2014,Cerebrovascular diseases (I60-I69),Stroke,United States,133103.00,36.5
2014,Cerebrovascular diseases (I60-I69),Stroke,Utah,856.00,37.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Vermont,266.00,31.7
2014,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3229.00,37
2014,Cerebrovascular diseases (I60-I69),Stroke,Washington,2649.00,34.3
2014,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1103.00,45.3
2014,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2511.00,34.6
2014,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,189.00,30.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3050.00,53.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,192.00,38.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,3396.00,42.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,2092.00,58.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,California,12780.00,32
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2451.00,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,1368.00,30.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,458.00,40.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,136.00,21.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,11178.00,38
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4332.00,45.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,313.00,17.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,819.00,45.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,5631.00,39.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4029.00,54
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1915.00,47.7
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1673.00,49.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,3214.00,63.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2237.00,45.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,896.00,48.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,1909.00,29.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,2592.00,31.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5345.00,44.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,2277.00,36
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1738.00,52.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3762.00,51.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,668.00,50.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1123.00,50.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522.00,52.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,680.00,41.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,3046.00,28.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127.00,46.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New York,6806.00,29.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,5023.00,45.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,317.00,36.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6765.00,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2772.00,63.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1955.00,40.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,6422.00,37
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,505.00,36
2014,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2715.00,48.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,441.00,40.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3969.00,52.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,9668.00,40.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,United States,147101.00,40.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,757.00,32.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,333.00,41.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,3108.00,35.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2916.00,37.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1578.00,63
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,2759.00,39.3
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343.00,55
2014,Diabetes mellitus (E10-E14),Diabetes,Alabama,1281.00,22.8
2014,Diabetes mellitus (E10-E14),Diabetes,Alaska,113.00,19.4
2014,Diabetes mellitus (E10-E14),Diabetes,Arizona,1936.00,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Arkansas,828.00,24
2014,Diabetes mellitus (E10-E14),Diabetes,California,8249.00,20.4
2014,Diabetes mellitus (E10-E14),Diabetes,Colorado,835.00,15.5
2014,Diabetes mellitus (E10-E14),Diabetes,Connecticut,685.00,14.9
2014,Diabetes mellitus (E10-E14),Diabetes,Delaware,226.00,19.8
2014,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,119.00,18.8
2014,Diabetes mellitus (E10-E14),Diabetes,Florida,5371.00,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,2230.00,22.3
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,276.00,15.4
2014,Diabetes mellitus (E10-E14),Diabetes,Idaho,409.00,22.9
2014,Diabetes mellitus (E10-E14),Diabetes,Illinois,2712.00,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Indiana,1819.00,24.4
2014,Diabetes mellitus (E10-E14),Diabetes,Iowa,1019.00,25.6
2014,Diabetes mellitus (E10-E14),Diabetes,Kansas,643.00,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Kentucky,1175.00,23.4
2014,Diabetes mellitus (E10-E14),Diabetes,Louisiana,1238.00,24.8
2014,Diabetes mellitus (E10-E14),Diabetes,Maine,414.00,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Maryland,1305.00,19.8
2014,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,1202.00,14.5
2014,Diabetes mellitus (E10-E14),Diabetes,Michigan,2844.00,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,Minnesota,1193.00,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Mississippi,1015.00,30.4
2014,Diabetes mellitus (E10-E14),Diabetes,Missouri,1423.00,19.4
2014,Diabetes mellitus (E10-E14),Diabetes,Montana,250.00,19.2
2014,Diabetes mellitus (E10-E14),Diabetes,Nebraska,473.00,21.5
2014,Diabetes mellitus (E10-E14),Diabetes,Nevada,350.00,11.4
2014,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,300.00,18
2014,Diabetes mellitus (E10-E14),Diabetes,New Jersey,2062.00,19.3
2014,Diabetes mellitus (E10-E14),Diabetes,New Mexico,671.00,27.5
2014,Diabetes mellitus (E10-E14),Diabetes,New York,4064.00,17.4
2014,Diabetes mellitus (E10-E14),Diabetes,North Carolina,2687.00,23.7
2014,Diabetes mellitus (E10-E14),Diabetes,North Dakota,176.00,19.9
2014,Diabetes mellitus (E10-E14),Diabetes,Ohio,3641.00,25.7
2014,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,1261.00,29.1
2014,Diabetes mellitus (E10-E14),Diabetes,Oregon,1083.00,22.4
2014,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,3765.00,22
2014,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,252.00,18.3
2014,Diabetes mellitus (E10-E14),Diabetes,South Carolina,1239.00,21.8
2014,Diabetes mellitus (E10-E14),Diabetes,South Dakota,224.00,21.3
2014,Diabetes mellitus (E10-E14),Diabetes,Tennessee,1727.00,23.2
2014,Diabetes mellitus (E10-E14),Diabetes,Texas,5348.00,21.3
2014,Diabetes mellitus (E10-E14),Diabetes,United States,76488.00,20.9
2014,Diabetes mellitus (E10-E14),Diabetes,Utah,570.00,24.3
2014,Diabetes mellitus (E10-E14),Diabetes,Vermont,154.00,18.7
2014,Diabetes mellitus (E10-E14),Diabetes,Virginia,1683.00,18.5
2014,Diabetes mellitus (E10-E14),Diabetes,Washington,1668.00,21.2
2014,Diabetes mellitus (E10-E14),Diabetes,West Virginia,818.00,33.3
2014,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,1352.00,19.1
2014,Diabetes mellitus (E10-E14),Diabetes,Wyoming,110.00,17.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,12461.00,224
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,782.00,146.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,10805.00,136.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,7581.00,217.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,58189.00,142.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,6900.00,130.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,7018.00,145.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Delaware,1921.00,168.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,District of Columbia,1324.00,207.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Florida,44511.00,151.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,17107.00,179.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2528.00,136.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2676.00,152.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Illinois,25024.00,169.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Indiana,13764.00,182.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Iowa,6615.00,157.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kansas,5479.00,157.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Kentucky,10013.00,200.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Louisiana,10647.00,216.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maine,2776.00,147.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Maryland,11135.00,167.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Massachusetts,11817.00,137.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Michigan,24692.00,200.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Minnesota,7659.00,116.5
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Mississippi,7538.00,229.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Missouri,14338.00,194.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Montana,1957.00,147.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nebraska,3296.00,143
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Nevada,5761.00,197.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Hampshire,2464.00,147.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Jersey,18319.00,166.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New Mexico,3424.00,143.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,New York,43116.00,178.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Carolina,17592.00,158.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,North Dakota,1381.00,149.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Ohio,27000.00,186.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oklahoma,9868.00,228.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Oregon,6524.00,132.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Pennsylvania,31353.00,175.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Rhode Island,2341.00,160.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Carolina,9964.00,181.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,South Dakota,1704.00,154.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Tennessee,15223.00,205.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Texas,41479.00,169.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,United States,614348.00,167
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Utah,3431.00,151
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Vermont,1311.00,156.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Virginia,13874.00,156.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Washington,10710.00,137.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,West Virginia,4692.00,192.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wisconsin,11229.00,155.1
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Wyoming,1035.00,162.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alabama,1031.00,18.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Alaska,68.00,14.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arizona,779.00,10
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Arkansas,710.00,20.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California,5970.00,14.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,701.00,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,644.00,13.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Delaware,156.00,13.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,District of Columbia,74.00,11.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Florida,2719.00,9.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,1510.00,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,438.00,22.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,200.00,11.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Illinois,2485.00,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Indiana,1063.00,14.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Iowa,582.00,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kansas,637.00,18.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Kentucky,1017.00,20.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Louisiana,854.00,17.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maine,258.00,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Maryland,1019.00,15.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Massachusetts,1370.00,15.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Michigan,1875.00,15.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Minnesota,638.00,9.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Mississippi,763.00,23.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Missouri,1321.00,18.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Montana,179.00,13.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nebraska,351.00,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Nevada,687.00,23.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Hampshire,194.00,11.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Jersey,1234.00,11.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New Mexico,376.00,16.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,New York,4702.00,19.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Carolina,1874.00,17.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,North Dakota,174.00,18.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Ohio,2443.00,16.9
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oklahoma,723.00,16.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Oregon,450.00,9.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Pennsylvania,2541.00,14.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Rhode Island,176.00,11.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Carolina,751.00,13.9
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,South Dakota,181.00,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Tennessee,1602.00,22.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Texas,3452.00,14.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,United States,55227.00,15.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Utah,366.00,16.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Vermont,74.00,9.3
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Virginia,1498.00,17.1
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Washington,729.00,9.4
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,West Virginia,473.00,19.6
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wisconsin,1002.00,13.8
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Wyoming,113.00,18.1
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Alabama,715.00,14.5
